"Name";"RegisteredAddress";"Type";"Date";"Year";"Province";"City";"District";"Industry";"InsuredNum";"InsuredDivision";"RegisteredCaptital";"CaptitalDivision";"Status";"FormerName";"CommunicationAddress";"TaxpayerID";"RegisterationID";"OrganizationID";"Introduction";"BusinessScope";"ListedorNot";"ListingType";"Abbreviation";"StockCode";"Products"
"航天晨光股份有限公司";"南京市江宁经济技术开发区天元中路188号";"股份有限公司（上市）";"1999-09-30 00:00:00";1999.0;"江苏省";"南京市";"江宁区";"专用设备制造业";"2239";"大于等于1千，小于5千";"43192.86万人民币";"一亿（含）至五十亿";"存续";"南京晨光航天应用技术股份有限公司，南京航天晨光股份有限公司";"江苏省南京市江宁区天元中路188号";"91320000714091899R";"71409189-9";"71409189-9";"航天晨光股份有限公司 （曾用名：南京航天晨光股份有限公司） ，成立于1999年，中国航天科工集团成员，位于江苏省南京市，是一家以从事专用设备制造业为主的企业。企业注册资本43192.86万人民币，超过了99%的江苏省同行，实缴资本19739.3772万人民币，并已于2018年完成了定向增发。";"许可项目：公路管理与养护；民用核安全设备设计；特种设备设计；特种设备制造；道路机动车辆生产；民用核安全设备制造；检验检测服务；道路货物运输（不含危险货物）；城市生活垃圾经营性服务；施工专业作业（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准） 一般项目：机械设备研发；通用设备制造（不含特种设备制造）；专用设备制造（不含许可类专业设备制造）；机械设备销售；特种设备销售；汽车销售；金属制品研发；金属结构制造；金属制品销售；核电设备成套及工程技术研发；智能基础制造装备制造；智能基础制造装备销售；智能控制系统集成；信息系统集成服务；智能物料搬运装备销售；智能仓储装备销售；人工智能硬件销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；有色金属铸造；专用设备修理；普通机械设备安装服务；站用加氢及储氢设施销售；机械零件、零部件销售；软件开发；软件销售；金属表面处理及热处理加工；金属切削加工服务；有色金属压延加工；工艺美术品及礼仪用品制造（象牙及其制品除外）；工艺美术品及礼仪用品销售（象牙及其制品除外）；喷涂加工；计量技术服务；农村生活垃圾经营性服务；建筑物清洁服务；水污染治理；机械设备租赁；互联网销售（除销售需要许可的商品）；以自有资金从事投资活动；住房租赁；非居住房地产租赁；货物进出口；技术进出口；再生资源销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"是";"A股";"航天晨光";"600501";"特种装备；环卫设备；柔性管件；化工机械；艺术工程"
"和芯星通科技（北京）有限公司";"北京市海淀区丰贤东路7号北斗星通大厦A301室";"有限责任公司（法人独资）";"2009-03-13 00:00:00";2009.0;"北京市";"北京市";"海淀区";"科技推广和应用服务业";"250";"大于等于1百，小于5百";"33479.2371万人民币";"一亿（含）至五十亿";"存续";"-";"北京市海淀区丰贤东路7号1幢三层A315";"91110108686900942M";"68690094-2";"68690094-2";"和芯星通科技（北京）有限公司，成立于2009年，北斗星通成员，位于北京市，是一家以从事科技推广和应用服务业为主的企业。企业注册资本33479.2371万人民币，超过了99%的北京市同行，实缴资本31079.2371万人民币，并已于2009年完成了天使轮。";"互联网信息服务；技术咨询、技术开发；产品设计；计算机系统服务；基础软件服务、应用软件服务；销售自行开发后的产品；技术进出口、代理进出口、货物进出口。（市场主体依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）";"否";"-";"和芯星通";"-";"导航芯片"
"河北中瓷电子科技股份有限公司";"石家庄市鹿泉经济开发区昌盛大街21号";"其他股份有限公司（上市）";"2009-08-06 00:00:00";2009.0;"河北省";"石家庄市";"鹿泉区";"计算机、通信和其他电子设备制造业";"508";"大于等于5百，小于1千";"32218.0614万人民币";"一亿（含）至五十亿";"存续";"河北中瓷电子科技有限公司";"石家庄市鹿泉经济开发区昌盛大街21号";"91130185693456472R";"69345647-2";"69345647-2";"河北中瓷电子科技股份有限公司 （曾用名：河北中瓷电子科技有限公司） ，成立于2009年，国睿科技成员，位于河北省石家庄市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本32218.0614万人民币，超过了99%的河北省同行，实缴资本11965.6864万人民币，并已于2023年完成了定向增发，交易金额25亿人民币。";"电子封装及精细陶瓷的研发、生产、销售；电子元器件、半导体元器件、集成电路、汽车电子部件、零部件的研发、生产及销售；陶瓷材料、电子专用材料、金属制品的研发、生产及销售；半导体器件专用设备、电子专用设备的制造及销售；软件设计、技术咨询、技术服务、技术转让及进出口业务。。（依法须经批准的项目，经相关部门批准后方可开展经营活动）";"是";"A股";"中瓷电子";"003031";"电子陶瓷产品；汽车电子件"
"湖南国科微电子股份有限公司";"长沙经济技术开发区泉塘街道东十路南段9号";"股份有限公司（上市、自然人投资或控股）";"2008-09-24 00:00:00";2008.0;"湖南省";"长沙市";"长沙县";"计算机、通信和其他电子设备制造业";"256";"大于等于1百，小于5百";"21714.0672万人民币";"一亿（含）至五十亿";"存续";"湖南国科微电子有限公司，湖南泰合志恒科技有限公司，湖南国泰微电子有限公司";"长沙经济技术开发区泉塘街道东十路南段9号";"9143010068031562X6";"68031562-X";"68031562-X";"湖南国科微电子股份有限公司 （曾用名：湖南国科微电子有限公司） ，成立于2008年，湖南国科成员，位于湖南省长沙市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本21714.0672万人民币，超过了99%的湖南省同行，实缴资本7500万人民币，并已于2022年完成了定向增发，交易金额22.95亿人民币。";"集成电路的设计、产品开发、生产及销售；电子产品、软件产品技术开发、生产、销售、相关技术服务及以上商品进出口贸易。（涉及行政许可的凭有效许可经营）";"是";"A股";"国科微";"300672";"视频解码芯片；视觉处理芯片；存储芯片；卫星定位芯片"
"江苏亨通光电股份有限公司";"江苏省吴江区七都镇亨通大道88号";"股份有限公司（上市）";"1993-06-05 00:00:00";1993.0;"江苏省";"苏州市";"吴江区";"批发业";"1617";"大于等于1千，小于5千";"246673.4657万人民币";"一亿（含）至五十亿";"存续";"-";"江苏省吴江区七都镇亨通大道88号";"91320500608296911W";"60829691-1";"60829691-1";"江苏亨通光电股份有限公司，成立于1993年，亨通集团成员，位于江苏省苏州市，是一家以从事批发业为主的企业。企业注册资本246673.4657万人民币，超过了100%的江苏省同行，实缴资本9112万人民币，并已于2022年完成了定向增发。";"光纤光缆、电力电缆，特种通信线缆、光纤预制棒、光纤拉丝、电源材料及附件、光缆金具或铁附件、电子元器件、输配电及控制设备、光器件及传感、通信设备、光纤传感、水声、物联网器件、消防产品、海洋观测设备、海洋油气设备、环境监测设备、数据中心机房配套产品（含供配电设备、空调制冷设备、智能管理监控设备）的研发、制造、销售以及相关系统的施工、维护、工程项目承包及技术咨询服务；通信工程设计、施工、维护、监理；机电一体化工程、消防工程、安全防范工程的设计、施工；建筑智能化设计、施工；弱电智能系统集成、设计、安装，综合布线工程，通信系统集成承包及技术咨询服务；网络工程设计、安装；废旧金属的收购（含废旧电缆等）；承包与其实力、规模、业绩相适应的国内外工程项目，对外派遣实施上述境外工程所需的劳务人员；固网、移动网络业务代理，接入网、用户驻地网业务，网络托管业务，通信设施租赁业务；第二类增值电信业务中的因特网接入服务业务（不含网站接入）；网络信息安全技术产品开发，数据储存、数据整理、数据挖掘、云计算、大数据分析服务，技术开发，技术咨询；石油工程技术服务；计算机软硬件的开发、销售及安装服务；信息系统集成的设计、安装调试及维护；智慧社区建设及运营；量子通信建设及网络运营；实业投资；自营和代理各类商品和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：输配电及控制设备制造；智能输配电及控制设备销售；电气设备销售；智能仪器仪表销售；在线能源监测技术研发；物联网技术研发；物联网技术服务；物联网设备制造；物联网设备销售；物联网应用服务；5G通信技术服务；人力资源服务（不含职业中介活动、劳务派遣服务）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"是";"A股";"亨通光电";"600487";"通信网络；能源互联"
"江西新拓实业有限公司";"江西省南昌市南昌高新技术产业开发区紫阳大道3399号云中城B#办公楼24楼2405、2406、2407室";"有限责任公司（自然人投资或控股的法人独资）";"2015-05-29 00:00:00";2015.0;"江西省";"南昌市";"-";"批发业";"92";"1百以下";"200万人民币";"一百万（含）至五百万";"存续";"-";"江西省南昌市高新区紫阳大道3399号云中城B#办公楼24楼";"91360106343241017B";"34324101-7";"34324101-7";"江西新拓实业有限公司，成立于2015年，位于江西省南昌市，是一家以从事批发业为主的企业。企业注册资本200万人民币，超过了75%的江西省同行，实缴资本200万人民币。";"国内贸易；自营和代理国内各类商品和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）";"否";"-";"新拓实业";"-";"外骨骼应用；工业协作机械臂；云台雷达；水下机器人"
"今创集团股份有限公司";"江苏省常州市武进区遥观镇今创路88-89号";"股份有限公司（台港澳与境内合资、上市）";"2003-03-26 00:00:00";2003.0;"江苏省";"常州市";"武进区";"铁路、船舶、航空航天和其他运输设备制造业";"3949";"大于等于1千，小于5千";"78371.8767万人民币";"一亿（含）至五十亿";"存续";"江苏剑湖轨道交通设备有限公司，今创集团有限公司";"常州市武进区遥观镇今创路88号";"91320400747314251P";"74731425-1";"74731425-1";"今创集团股份有限公司 （曾用名：今创集团有限公司） ，成立于2003年，今创集团成员，位于江苏省常州市，是一家以从事铁路、船舶、航空航天和其他运输设备制造业为主的企业。企业注册资本78371.8767万人民币，超过了99%的江苏省同行，实缴资本65356.2万人民币，并已于2021年完成了定向增发。";"高速铁路、铁路客运专线、城际铁路、干线铁路、城市轨道交通的运输设备关键零部件（控制系统、机车车辆配件）及旅客服务设施和设备（照明系统、地铁屏蔽门、装饰材料、塑料制品）研发、设计、制造、安装和技术服务；轨道交通运输通信信号系统和设备、电气化铁路设备和器材（防灾监控设备及系统集成、轨道交通自动控制设备、照明系统）的研发、设计、制造、安装和技术服务；电站专业设备及配件（回转式清污机、耙斗式清污机、拦污栅、平板钢闸门等水工金属结构产品），起重机械，阀门及阀门驱动装置，五金结构件的设计、制造、安装；信息服务，轨道交通技术开发、技术转让；销售自产产品。灯箱、广告设施的设计、安装、售后服务（不涉及广告业务）；轨道车辆及其零配件的国内采购、批发、佣金代理（拍卖除外）、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）；道路普通货物运输；面向成年人开展轨道交通技术培训（不含国家统一认可的职业证书类培训）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：机械零件、零部件销售；机械电气设备制造；机械电气设备销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"是";"A股";"今创集团";"603680";"轨道交通；5G通信；环保环卫；船舶；新能源"
"科大国盾量子技术股份有限公司";"合肥市高新区华佗巷777号科大国盾量子科技园";"其他股份有限公司（上市）";"2009-05-27 00:00:00";2009.0;"安徽省";"合肥市";"合肥新站高新技术产业开发区";"计算机、通信和其他电子设备制造业";"306";"大于等于1百，小于5百";"8037.437万人民币";"五千万（含）至一亿";"存续";"安徽量子通信技术有限公司";"安徽省合肥市高新区华佗巷777号";"9134010068976734XU";"68976734-X";"68976734-X";"科大国盾量子技术股份有限公司 （曾用名：安徽量子通信技术有限公司） ，成立于2009年，中科大资产经营成员，位于安徽省合肥市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本8037.437万人民币，超过了95%的安徽省同行，实缴资本4393.6万人民币，并已于2024年完成了定向增发，交易金额19亿人民币。";"信息系统、量子通信、量子计算及通用量子技术开发、应用、咨询、系统集成服务及相关设备、软件生产、销售、服务（应经行政许可的凭许可证经营）。（依法须经批准的项目，将相关部门批准后方可开展经营活动）";"是";"A股";"国盾量子";"688027";"量子保密通信网络设备；量子安全应用；量子计算；量子精密测量；光电产品"
"科大讯飞股份有限公司";"合肥市高新开发区望江西路666号";"其他股份有限公司（上市）";"1999-12-30 00:00:00";1999.0;"安徽省";"合肥市";"合肥高新技术产业开发区";"软件和信息技术服务业";"59781";"大于等于5万";"231173.4185万人民币";"一亿（含）至五十亿";"存续";"安徽硅谷天音信息科技有限公司，安徽科大讯飞信息科技股份有限公司";"合肥市高新开发区望江西路666号";"91340000711771143J";"71177114-3";"71177114-3";"科大讯飞股份有限公司 （曾用名：安徽科大讯飞信息科技股份有限公司） ，成立于1999年，中国移动成员，位于安徽省合肥市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本231173.4185万人民币，超过了99%的安徽省同行，实缴资本128450.0991万人民币，并已于2021年完成了定向增发，交易金额25.37亿人民币。";"增值电信业务；专业技术人员培训；计算机软、硬件开发、生产和销售及技术服务；系统工程、信息服务；电子产品、计算机通讯设备研发、生产、销售；移动通信设备的研发、销售；二类、三类医疗器械研发、制造与销售；图书、电子出版物销售；进出口业务（国家限定和禁止经营的除外）；安全技术防范工程；商用房及住宅房租赁；物业管理；设计、制作、代理、发布广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）";"是";"A股";"科大讯飞";"002230";"AI教育；AIB2B；AI医疗；AI工业；AI运营商；AI汽车；AI金融"
"立昂技术股份有限公司";"新疆乌鲁木齐经济技术开发区（头屯河区）燕山街518号";"其他股份有限公司（上市）";"1996-01-08 00:00:00";1996.0;"新疆维吾尔自治区";"乌鲁木齐市";"头屯河区";"软件和信息技术服务业";"732";"大于等于5百，小于1千";"46479.8231万人民币";"一亿（含）至五十亿";"存续";"新疆立昂电信技术有限公司";"乌鲁木齐经济技术开发区（头屯河区）燕山街518号";"916501002999341738";"29993417-3";"29993417-3";"立昂技术股份有限公司 （曾用名：新疆立昂电信技术有限公司） ，成立于1996年，立昂技术成员，位于新疆维吾尔自治区乌鲁木齐市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本46479.8231万人民币，超过了99%的新疆维吾尔自治区同行，实缴资本7680万人民币，并已于2023年完成了定向增发，交易金额9.09亿人民币。";"许可项目：第二类增值电信业务；互联网信息服务；建设工程施工；建筑劳务分包；施工专业作业；建设工程设计；建设工程监理；计算机信息系统安全专用产品销售；广播电视节目传送；医疗器械互联网信息服务；道路货物运输（不含危险货物）；餐饮服务；输电、供电、受电电力设施的安装、维修和试验；发电业务、输电业务、供（配）电业务；供电业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：信息系统集成服务；信息系统运行维护服务；通信设备销售；计算机软硬件及辅助设备零售；电子专用材料销售；网络设备销售；机械电气设备销售；电子、机械设备维护（不含特种设备）；通信传输设备专业修理；通信交换设备专业修理；电气设备修理；销售代理；云计算装备技术服务；计算机软硬件及辅助设备批发；软件销售；网络与信息安全软件开发；软件开发；办公设备销售；教学专用仪器销售；智能控制系统集成；人工智能行业应用系统集成服务；计算机系统服务；数据处理和存储支持服务；人工智能通用应用系统；广告发布；电子产品销售；集成电路销售；五金产品零售；金属制品销售；电子测量仪器销售；电子元器件零售；电子元器件批发；电气设备销售；电子元器件与机电组件设备销售；电力电子元器件销售；电气信号设备装置销售；第一类医疗器械销售；普通货物仓储服务（不含危险化学品等需许可审批的项目）；国内货物运输代理；信息咨询服务（不含许可类信息咨询服务）；网络技术服务；信息技术咨询服务；物联网应用服务；互联网数据服务；数字技术服务；基于云平台的业务外包服务；物联网技术服务；5G通信技术服务；计算机及通讯设备租赁；柜台、摊位出租；工业互联网数据服务；数据处理服务；大数据服务；公共资源交易平台运行技术服务；合成材料销售；技术进出口；货物进出口；住房租赁；租赁服务（不含许可类租赁服务）；非居住房地产租赁；停车场服务；太阳能发电技术服务；风力发电技术服务；电力设施器材销售；碳减排、碳转化、碳捕捉、碳封存技术研发；制冷、空调设备销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"是";"A股";"立昂技术";"300603";"数字城市系统；算力中心与云计算；通信技术；运营商增值"
"联合微电子中心有限责任公司";"重庆市沙坪坝区西园一路28号附2号";"有限责任公司（国有控股）";"2018-10-17 00:00:00";2018.0;"重庆市";"重庆市";"沙坪坝区";"软件和信息技术服务业";"424";"大于等于1百，小于5百";"100000万人民币";"一亿（含）至五十亿";"存续";"-";"重庆市沙坪坝区康田西宸中心8号楼";"91500106MA604C1M96";"MA604C1M-9";"MA604C1M-9";"联合微电子中心有限责任公司，成立于2018年，重庆西永产业发展成员，位于重庆市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本100000万人民币，超过了99%的重庆市同行，实缴资本98000万人民币，并已于2019年完成了天使轮。";"许可项目：从事建筑相关业务，货物及技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：微电子工艺技术开发、服务，电子材料和电子产品（芯片、器件、组件、模块、微系统、整机、封装、测试）的设计、制造、销售和技术服务，工艺技术培训、技术转移和孵化，应用软件设计、开发，数据服务，系统集成，各类设备、仪器、仪表零部件及整机的研发、生产、销售和技术服务，贸易代理，展览展示服务，自有设备及房屋租赁，物业管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"否";"-";"联合微电子";"-";"人工智能领域；激光雷达；信息数据中心"
"联众集群（北京）科技有限责任公司";"北京市昌平区科技园区超前路甲1号6号楼7层701室";"有限责任公司（自然人独资）";"2010-08-17 00:00:00";2010.0;"北京市";"北京市";"昌平区";"软件和信息技术服务业";"11";"1百以下";"300万人民币";"一百万（含）至五百万";"存续";"-";"北京市昌平区科技园区超前路甲1号6号楼7层701室";"91110114560390465U";"56039046-5";"56039046-5";"联众集群（北京）科技有限责任公司，成立于2010年，位于北京市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本300万人民币，超过了60%的北京市同行，实缴资本100万人民币。";"技术开发；技术服务；技术转让；技术推广；技术咨询；销售计算机软硬件及辅助设备、电子产品、机械设备、仪器仪表、文化用品；计算机系统服务；维修计算机；计算机整机制造；货物进出口、技术进出口、代理进出口。（（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。））";"否";"-";"联合集群";"-";"信创；GPU服务器；工作站；存储服务器；集群软件"
"摩尔线程智能科技（北京）有限责任公司";"北京市海淀区翠微中里14号楼四层B655";"其他股份有限公司（非上市）";"2020-06-11 00:00:00";2020.0;"北京市";"北京市";"海淀区";"软件和信息技术服务业";"309";"大于等于1百，小于5百";"33000万人民币";"一亿（含）至五十亿";"存续";"摩尔线程智能科技（北京）有限责任公司";"北京市朝阳区东湖街道望京国际研发园I座3层";"91110108MA01RWUG4Y";"MA01RWUG-4";"MA01RWUG-4";"摩尔线程智能科技（北京）股份有限公司 （曾用名：摩尔线程智能科技（北京）有限责任公司） ，成立于2020年，摩尔线程成员，位于北京市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本33000万人民币，超过了99%的北京市同行，实缴资本2123.116万人民币，并已于2023年完成了B+轮，交易金额数亿人民币。";"一般项目：集成电路设计；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；集成电路芯片设计及服务；集成电路芯片及产品销售；集成电路销售；信息系统集成服务；计算机系统服务；软件开发；信息咨询服务（不含许可类信息咨询服务）；计算机软硬件及辅助设备零售；电子产品销售；货物进出口；技术进出口；进出口代理；企业管理；集成电路制造。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）（不得从事国家和本市产业政策禁止和限制类项目的经营活动。）";"否";"-";"北京摩尔线程";"-";"GPU；显卡；软件；服务器；智算中心"
"摩尔线程智能科技（成都）有限责任公司";"中国（四川）自由贸易试验区成都高新区天府大道中段1366号2栋E5座12层23-32号";"有限责任公司（非自然人投资或控股的法人独资）";"2021-04-25 00:00:00";2021.0;"-";"-";"成都高新区";"科技推广和应用服务业";"193";"大于等于1百，小于5百";"1000万人民币";"一千万（含）至五千万";"存续";"-";"中国（四川）自由贸易试验区成都高新区天府大道中段1366号2栋E5座12层23-32号";"91510100MA67FR0E4C";"MA67FR0E-4";"MA67FR0E-4";"摩尔线程智能科技（成都）有限责任公司，成立于2021年，摩尔线程成员，位于四川省成都市，是一家以从事科技推广和应用服务业为主的企业。企业注册资本1000万人民币。";"一般项目：集成电路设计；集成电路芯片设计及服务；信息系统集成服务；计算机系统服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；电子专用材料研发；信息咨询服务（不含许可类信息咨询服务）；集成电路芯片及产品销售；集成电路销售；计算机软硬件及辅助设备零售；电子产品销售；通讯设备销售；计算机软硬件及辅助设备批发；货物进出口；技术进出口；进出口代理；企业管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"否";"-";"成都摩尔线程";"-";"GPU；显卡；软件；服务器；智算中心"
"摩尔线程智能科技（上海）有限责任公司";"中国（上海）自由贸易试验区金科路2889弄2号12层01、02、03、04、05单元";"有限责任公司（自然人投资或控股的法人独资）";"2021-12-23 00:00:00";2021.0;"上海市";"上海市";"浦东新区";"软件和信息技术服务业";"295";"大于等于1百，小于5百";"1000万人民币";"一千万（含）至五千万";"存续";"-";"中国（上海）自由贸易试验区金科路2889弄2号12层01、02、03、04、05单元";"91310115MA7DX6NQ70";"MA7DX6NQ-7";"MA7DX6NQ-7";"摩尔线程智能科技（上海）有限责任公司，成立于2021年，摩尔线程成员，位于上海市，是一家以从事软件和信息技术服务业为主的企业。企业注册资本1000万人民币，超过了84%的上海市同行。";"一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；集成电路设计；集成电路芯片设计及服务；信息系统集成服务；计算机系统服务；软件开发；信息咨询服务（不含许可类信息咨询服务）；集成电路芯片及产品销售；集成电路销售；计算机软硬件及辅助设备零售；电子产品销售；企业管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）";"否";"-";"上海摩尔线程";"-";"GPU；显卡；软件；服务器；智算中心"
"南京国博电子股份有限公司";"南京市江宁经济技术开发区正方中路155号";"股份有限公司（上市）";"2000-11-27 00:00:00";2000.0;"江苏省";"南京市";"秦淮区";"计算机、通信和其他电子设备制造业";"1724";"大于等于1千，小于5千";"40001万人民币";"一亿（含）至五十亿";"存续";"上海华信集成电路有限公司，南京南迪讯电子有限公司，南京国博电子有限公司";"江苏省南京市江宁开发区正方中路155号";"913201157031141514";"70311415-1";"70311415-1";"南京国博电子股份有限公司 （曾用名：南京国博电子有限公司） ，成立于2000年，中国电子科技集团成员，位于江苏省南京市，是一家以从事计算机、通信和其他电子设备制造业为主的企业。企业注册资本40001万人民币，超过了99%的江苏省同行，实缴资本35975.9262万人民币，并已于2022年完成了IPO上市，交易金额28.36亿人民币。";"在集成电路、芯片和模块、微波组件、信息软件领域范围内从事技术开发、技术转让、技术咨询、技术服务及相关产品的设计、制造、测试、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）";"是";"科创板";"国博电子";"688375";"T/R组件和射频模块；射频芯片"
